language,speech_prediction,speech_probability,text_prediction,text_probability,asr_prediction,asr_probability
nya,nya,0.9999179840087891,nya,0.9711580872535706,nya,0.8658077716827393
nya,nya,0.9999498128890991,nya,0.9109299778938293,nya,0.9864376187324524
nya,nya,0.9999676942825317,nya,0.9999738931655884,nya,0.999733030796051
nya,lug,0.9863618612289429,nya,0.9999096393585205,nya,0.9998531341552734
nya,nya,0.9999629259109497,nya,0.9743379354476929,nya,0.9757930636405945
nya,nya,0.9999773502349854,nya,1.0000053644180298,nya,1.0000044107437134
nya,nya,0.9999332427978516,nya,0.30287492275238037,nya,0.40902090072631836
nya,nya,0.9999282360076904,nya,0.9996689558029175,nya,0.9982315897941589
nya,nya,0.9999653100967407,nya,0.9998735189437866,nya,0.9986112713813782
nya,nya,0.9999719858169556,nya,0.9901736378669739,nya,0.977647066116333
nya,nya,0.9999728202819824,nya,0.9991440176963806,nya,0.9932822585105896
nya,nya,0.967776358127594,nya,0.5565106272697449,nya,0.6612207293510437
nya,nya,0.9999518394470215,nya,0.9819915890693665,nya,0.9339132308959961
nya,nya,0.9999220371246338,nya,1.0000079870224,nya,0.9999836683273315
nya,nya,0.9999415874481201,nya,0.8550819754600525,nya,0.8978437781333923
nya,nya,0.9999622106552124,nya,0.9998594522476196,nya,0.9998637437820435
nya,nya,0.9999603033065796,nya,0.8769569993019104,nya,0.7791318893432617
nya,nya,0.9999470710754395,nya,0.9416868686676025,nya,0.9727194309234619
nya,nya,0.998719334602356,nya,0.5020955801010132,nya,0.888396680355072
nya,nya,0.9999358654022217,nya,0.9994441866874695,nya,0.9999144077301025
nya,nya,0.9999397993087769,nya,0.9999805688858032,nya,0.9999279975891113
nya,nya,0.9999430179595947,nya,0.9971120953559875,nya,0.9995343685150146
nya,nya,0.9999657869338989,nya,0.9768437743186951,nya,0.9983911514282227
nya,nya,0.9999531507492065,nya,0.624623715877533,nya,0.8632670640945435
nya,nya,0.9999775886535645,nya,0.9998341202735901,nya,0.9994916319847107
nya,nya,0.9999816417694092,nya,0.9508618712425232,nya,0.879784345626831
nya,nya,0.9990113973617554,ton,0.8594836592674255,ton,0.6112492084503174
nya,nya,0.9999408721923828,nya,0.9721314311027527,nya,0.9776221513748169
nya,nya,0.9999690055847168,nya,0.9569746255874634,nya,0.9104451537132263
nya,nya,0.9999773502349854,nya,0.999901294708252,nya,0.9998860359191895
nya,nya,0.9999765157699585,nya,0.9990571141242981,nya,0.9891156554222107
nya,nya,0.9973034858703613,nya,0.9268172979354858,nya,0.9870513677597046
nya,nya,0.9996974468231201,tum,0.5363619923591614,nya,0.7110517024993896
nya,nya,0.9986569881439209,nya,0.9882001876831055,nya,0.9809064865112305
nya,nya,0.9999759197235107,nya,0.9997692704200745,nya,0.9996010661125183
nya,nya,0.9999709129333496,nya,0.9999570846557617,nya,0.9999134540557861
nya,nya,0.9999165534973145,nya,0.9993680119514465,nya,0.9980749487876892
nya,nya,0.9998924732208252,nya,0.9952737092971802,nya,0.9834275841712952
nya,nya,0.9998641014099121,nya,0.9488626718521118,nya,0.9276386499404907
nya,nya,0.9999492168426514,nya,1.000008463859558,nya,0.9999990463256836
nya,nya,0.9999768733978271,nya,0.9952002763748169,nya,0.9943045973777771
