language,speech_prediction,speech_probability,text_prediction,text_probability,asr_prediction,asr_probability
hrv,hrv,0.9983691573143005,hrv,0.9893206357955933,hrv,0.9731486439704895
hrv,hrv,0.9975311160087585,hrv,0.854623019695282,hrv,0.8316986560821533
hrv,hrv,0.9925110340118408,hrv,0.8614258766174316,hrv,0.73320072889328
hrv,hrv,0.9985373020172119,hrv,0.5678403973579407,hrv,0.5692239999771118
hrv,hrv,0.9065272808074951,hrv,0.6328489184379578,hrv,0.6297860741615295
hrv,hrv,0.9969549179077148,hrv,0.8612278699874878,hrv,0.7325009107589722
hrv,hrv,0.9995874762535095,hrv,0.7615702152252197,hrv,0.8392238616943359
hrv,hrv,0.9705160856246948,hrv,0.6807615160942078,hrv,0.8437324166297913
hrv,hrv,0.9988335967063904,hrv,0.7213757038116455,hrv,0.5359588861465454
hrv,hrv,0.9984772801399231,bos,0.6869580745697021,bos,0.800647497177124
hrv,hrv,0.511337399482727,hrv,0.9245355725288391,hrv,0.9172508716583252
hrv,hrv,0.8969467878341675,hrv,0.963800847530365,hrv,0.9501072764396667
hrv,hrv,0.9990962743759155,hrv,0.9131035804748535,hrv,0.846196174621582
hrv,hrv,0.9981915354728699,hrv,0.7004052996635437,hrv,0.642936646938324
hrv,hrv,0.9994183778762817,hrv,0.8238211870193481,hrv,0.7763110995292664
hrv,hrv,0.9952136278152466,hrv,0.9961355328559875,hrv,0.9125757217407227
hrv,hrv,0.8828597068786621,hrv,0.9822485446929932,bos,0.6108618974685669
hrv,hrv,0.9988466501235962,hrv,0.641226589679718,hrv,0.641226589679718
hrv,hrv,0.9981757402420044,hrv,0.8249313831329346,hrv,0.6018983721733093
hrv,hrv,0.9976741671562195,hrv,0.8092435598373413,hrv,0.6362781524658203
hrv,hrv,0.9983731508255005,hrv,0.7842236757278442,hrv,0.6068961024284363
hrv,hrv,0.9969781637191772,hrv,0.9766014814376831,hrv,0.9797682762145996
hrv,hrv,0.9986178874969482,hrv,0.9990893602371216,hrv,0.9911220669746399
hrv,hrv,0.9804341197013855,hrv,0.9827134609222412,hrv,0.9288749694824219
hrv,hrv,0.9953651428222656,hrv,0.8739597201347351,hrv,0.888730525970459
hrv,hrv,0.9987298846244812,hrv,0.8869717121124268,hrv,0.6991115212440491
hrv,hrv,0.7121779918670654,hrv,0.999661922454834,hrv,0.9995331764221191
hrv,hrv,0.9201447367668152,hrv,0.9463682174682617,hrv,0.7567526698112488
hrv,hrv,0.9585124850273132,bos,0.5867736339569092,bos,0.6526443362236023
hrv,hrv,0.999663233757019,hrv,0.9309893846511841,hrv,0.7914438247680664
hrv,hrv,0.9983969330787659,bos,0.5207492113113403,hrv,0.5066253542900085
hrv,hrv,0.9973650574684143,hrv,0.9584102630615234,hrv,0.941109836101532
hrv,hrv,0.9971150159835815,hrv,0.8739597201347351,hrv,0.9257158041000366
hrv,hrv,0.9989331364631653,hrv,0.5815672874450684,hrv,0.5763915777206421
hrv,hrv,0.5323632955551147,hrv,0.8229394555091858,hrv,0.9083696007728577
hrv,hrv,0.6574702858924866,bos,0.7069892287254333,bos,0.7528851628303528
hrv,hrv,0.9969953298568726,hrv,0.7191553115844727,hrv,0.6737430095672607
hrv,srp,0.9966549873352051,hrv,0.7357496619224548,hrv,0.7017647624015808
hrv,hrv,0.7332504391670227,hrv,0.5676498413085938,hrv,0.5458266139030457
hrv,hrv,0.7184768319129944,hrv,0.9184010028839111,bos,0.5823586583137512
hrv,hrv,0.9985452890396118,hrv,0.8413781523704529,hrv,0.8162834048271179
hrv,srp,0.879751443862915,hrv,0.9373986124992371,hrv,0.9239250421524048
hrv,hrv,0.8653764724731445,hrv,0.8066437840461731,hrv,0.7617447972297668
hrv,hrv,0.9944262504577637,hrv,0.980487585067749,hrv,0.9607966542243958
hrv,hrv,0.9986498951911926,bos,0.7263230681419373,bos,0.79229336977005
hrv,srp,0.5187811851501465,hrv,0.6579546928405762,hrv,0.6161084175109863
hrv,hrv,0.9966369867324829,hrv,0.9573179483413696,hrv,0.9805425405502319
hrv,hrv,0.9939077496528625,hrv,0.7648133039474487,hrv,0.7773225903511047
hrv,hrv,0.8207337260246277,hrv,0.5676498413085938,hrv,0.5050377249717712
hrv,bul,0.5444920659065247,bos,0.8435983657836914,bos,0.8438350558280945
hrv,hrv,0.8790581226348877,hrv,0.8645612001419067,hrv,0.7322548031806946
hrv,mkd,0.9948498606681824,hrv,0.7199432849884033,hrv,0.7718673944473267
hrv,hrv,0.9989431500434875,hrv,0.6545529961585999,hrv,0.6112415790557861
hrv,hrv,0.998158872127533,hrv,0.9678285717964172,hrv,0.9007658958435059
hrv,hrv,0.9992223978042603,hrv,0.6623120903968811,bos,0.7700687646865845
hrv,hrv,0.9917080998420715,bos,0.6805799603462219,bos,0.6553714275360107
hrv,hrv,0.9993795156478882,hrv,0.6132203340530396,hrv,0.6773099899291992
hrv,srp,0.4825672209262848,hrv,0.7213757038116455,hrv,0.5304264426231384
hrv,srp,0.6866070628166199,hrv,0.951325535774231,hrv,0.8500927686691284
hrv,hrv,0.996405839920044,hrv,0.8199677467346191,hrv,0.7427704334259033
hrv,hrv,0.965896487236023,bos,0.6805799603462219,bos,0.724250316619873
hrv,hrv,0.99832683801651,hrv,0.7213757038116455,bos,0.623465895652771
hrv,srp,0.6131802201271057,hrv,0.6516256332397461,hrv,0.5787224173545837
hrv,hrv,0.9982959628105164,hrv,0.784325361251831,hrv,0.768132209777832
hrv,hrv,0.9978470802307129,hrv,0.8380311131477356,hrv,0.6556190848350525
hrv,hrv,0.9618392586708069,bos,0.7179203629493713,bos,0.8413927555084229
hrv,srp,0.979511022567749,bos,0.8844431042671204,bos,0.8586309552192688
hrv,hrv,0.9786419868469238,hrv,0.6878032088279724,hrv,0.8210160136222839
hrv,hrv,0.9991428852081299,hrv,0.6555562615394592,hrv,0.6752212047576904
