language,speech_prediction,speech_probability,text_prediction,text_probability,asr_prediction,asr_probability
zsm,zlm,0.9999356269836426,zsm,0.9996910095214844,zsm,0.9996950626373291
zsm,zlm,0.9993058443069458,zsm,0.9501691460609436,zsm,0.9684147238731384
zsm,zlm,0.9999587535858154,ind,0.8482359051704407,ind,0.7593350410461426
zsm,zlm,0.9999088048934937,zsm,0.8412503600120544,zsm,0.8557059168815613
zsm,zlm,0.9770787358283997,zsm,0.9992407560348511,zsm,0.8798823952674866
zsm,zlm,0.9910873770713806,zsm,0.5946564078330994,zsm,0.9836190342903137
zsm,zlm,0.9999581575393677,zsm,0.9997633099555969,zsm,0.9996918439865112
zsm,zlm,0.9999542236328125,zsm,0.5227001309394836,zsm,0.7662467956542969
zsm,zlm,0.9994940757751465,zsm,0.9872590899467468,zsm,0.9551655054092407
zsm,zlm,0.9991262555122375,zsm,0.5845955014228821,zsm,0.608207643032074
zsm,zlm,0.9999425411224365,zsm,0.9986149668693542,zsm,0.9986149668693542
zsm,zlm,0.9469722509384155,zsm,1.000009298324585,zsm,0.9990425109863281
zsm,zlm,0.9995237588882446,zsm,0.9965609312057495,zsm,0.9878811836242676
zsm,zlm,0.9999575614929199,zsm,0.9870452284812927,zsm,0.9888448119163513
zsm,ind,0.7536333799362183,zsm,0.9834666848182678,zsm,0.9875446557998657
zsm,zlm,0.9993264675140381,zsm,0.9591825008392334,zsm,0.9591825008392334
zsm,zlm,0.9999613761901855,zsm,0.9990432262420654,zsm,0.9992483854293823
zsm,zlm,0.9536875486373901,zsm,0.930319607257843,zsm,0.8856198787689209
zsm,zlm,0.9999164342880249,zsm,0.9969450235366821,zsm,0.9987083673477173
zsm,zlm,0.9999324083328247,zsm,0.9963016510009766,zsm,0.998145341873169
zsm,zlm,0.9999648332595825,zsm,0.9553580284118652,zsm,0.9553580284118652
zsm,zlm,0.9999580383300781,zsm,0.9975420236587524,zsm,0.9975420236587524
zsm,zlm,0.9996174573898315,zsm,0.9974262714385986,zsm,0.9894166588783264
zsm,zlm,0.9999573230743408,zsm,0.9990009665489197,zsm,0.998344361782074
zsm,zlm,0.9953824877738953,zsm,0.8716121315956116,zsm,0.770142138004303
zsm,zlm,0.9999626874923706,zsm,0.9983193874359131,zsm,0.9987538456916809
zsm,zlm,0.9999405145645142,zsm,0.9986149668693542,zsm,0.9986149668693542
zsm,zlm,0.9999134540557861,zsm,0.8483995795249939,zsm,0.7714930772781372
zsm,zlm,0.7218222618103027,zsm,0.9967681765556335,zsm,0.9868378639221191
zsm,zlm,0.9999518394470215,zsm,0.9830532670021057,zsm,0.9831557273864746
zsm,zlm,0.999427080154419,zsm,0.9983193874359131,zsm,0.9973195791244507
zsm,zlm,0.9999445676803589,zsm,0.9750464558601379,zsm,0.8719157576560974
zsm,zlm,0.9999430179595947,zsm,0.9945443868637085,ind,0.6984944939613342
zsm,zlm,0.9998884201049805,zsm,0.9082098007202148,zsm,0.9082098007202148
zsm,zlm,0.9873579740524292,zsm,0.9947065114974976,zsm,0.9884230494499207
zsm,zlm,0.999666690826416,zsm,0.9361420273780823,zsm,0.7993001341819763
zsm,zlm,0.99817955493927,zsm,0.9999706745147705,zsm,0.9999358654022217
zsm,zlm,0.9999233484268188,zsm,0.9225251078605652,zsm,0.7561867237091064
zsm,zlm,0.8592944145202637,zsm,1.000009298324585,zsm,1.000009298324585
zsm,zlm,0.9998064637184143,zsm,0.9957643747329712,zsm,0.8978342413902283
zsm,zlm,0.9999185800552368,zsm,0.9764655232429504,zsm,0.9764655232429504
zsm,zlm,0.9990780353546143,zsm,0.9831515550613403,zsm,0.9696389436721802
zsm,zlm,0.8443384170532227,zsm,0.7648832201957703,zsm,0.8691657781600952
zsm,zlm,0.9999620914459229,zsm,0.9688984751701355,zsm,0.9767301678657532
zsm,zlm,0.999964714050293,zsm,0.9995338916778564,zsm,0.9974950551986694
zsm,zlm,0.9999463558197021,zsm,0.9618447422981262,zsm,0.9651544690132141
zsm,zlm,0.9999260902404785,zsm,0.7573646903038025,zsm,0.7076429128646851
zsm,zlm,0.9999328851699829,zsm,0.9964785575866699,zsm,0.9971926212310791
zsm,zlm,0.999945878982544,zsm,0.9360986948013306,zsm,0.9269120693206787
zsm,zlm,0.9999388456344604,zsm,0.9940720200538635,zsm,0.9965656995773315
zsm,zlm,0.9999545812606812,zsm,0.9991911053657532,zsm,0.9991911053657532
zsm,zlm,0.9999504089355469,zsm,0.9046208262443542,zsm,0.9046208262443542
zsm,zlm,0.9998947381973267,zsm,0.9997633099555969,zsm,0.9997091293334961
zsm,zlm,0.9999574422836304,zsm,0.8579567074775696,zsm,0.7113290429115295
zsm,zlm,0.9999302625656128,zsm,0.7102240324020386,ind,0.510430097579956
zsm,zlm,0.9999654293060303,zsm,0.9315080046653748,zsm,0.7919953465461731
zsm,zlm,0.9999549388885498,zsm,0.903076171875,zsm,0.7053264379501343
zsm,zlm,0.9999549388885498,zsm,0.9856585264205933,zsm,0.9856585264205933
zsm,zlm,0.9999616146087646,zsm,0.9669053554534912,zsm,0.9669053554534912
zsm,zlm,0.9999567270278931,zsm,0.9279725551605225,zsm,0.9408524036407471
zsm,zlm,0.9999561309814453,zsm,0.9552422761917114,zsm,0.9318655133247375
zsm,zlm,0.9980752468109131,zsm,0.9970558285713196,zsm,0.997154176235199
zsm,zlm,0.998230516910553,zsm,0.9990009665489197,zsm,0.9964289665222168
zsm,zlm,0.9999277591705322,zsm,0.9854627251625061,zsm,0.980426013469696
zsm,zlm,0.9998975992202759,zsm,0.8463837504386902,ind,0.6675127148628235
zsm,zlm,0.9999395608901978,zsm,0.9877889752388,zsm,0.9728999137878418
zsm,zlm,0.9999469518661499,zsm,0.9969450235366821,zsm,0.997586190700531
zsm,ind,0.9917113780975342,zsm,0.9917319416999817,zsm,0.9130150675773621
