language,speech_prediction,speech_probability,text_prediction,text_probability,asr_prediction,asr_probability
kam,kam,0.9999661445617676,swh,0.9380576014518738,swh,0.9835454225540161
kam,kam,0.9999802112579346,swh,0.799300491809845,swh,0.7394274473190308
kam,kam,0.9999599456787109,xho,0.6815318465232849,nya,0.27162426710128784
kam,kam,0.9999803304672241,swh,0.5251399874687195,swh,0.48949670791625977
kam,kam,0.957798957824707,kam,0.8732010126113892,swh,0.6446499228477478
kam,kam,0.9999756813049316,kam,0.7427129745483398,kam,0.9008044600486755
kam,kam,0.9999738931655884,kam,0.429118812084198,kam,0.40474584698677063
kam,kam,0.9999721050262451,kam,0.9436257481575012,kam,0.9165516495704651
kam,kam,0.9999725818634033,swh,0.4063214361667633,swh,0.37649422883987427
kam,kam,0.9999732971191406,kam,0.9746615290641785,swh,0.618088960647583
kam,kam,0.9999780654907227,kin,0.2758219838142395,bem,0.20619943737983704
kam,kam,0.9999798536300659,kam,0.9999958276748657,kam,0.7809940576553345
kam,kam,0.9999793767929077,swh,0.8615953922271729,swh,0.8377811312675476
kam,kam,0.99997878074646,umb,0.4168842136859894,cjk,0.49816301465034485
kam,kam,0.9999810457229614,kam,0.9999449253082275,kam,0.8433499336242676
kam,kam,0.9999791383743286,kam,1.0000100135803223,kam,0.5352344512939453
kam,kam,0.9998911619186401,swh,0.7223751544952393,swh,0.8877076506614685
kam,kam,0.9999715089797974,kam,0.429118812084198,kam,0.364406555891037
kam,kam,0.9999816417694092,swh,0.4275472164154053,swh,0.4275472164154053
kam,kam,0.9999700784683228,swh,0.7119010090827942,swh,0.5354450941085815
kam,kam,0.9998699426651001,umb,0.30715563893318176,umb,0.30205777287483215
kam,kam,0.9999772310256958,kam,0.9999040365219116,kam,0.9880526065826416
kam,kam,0.9999815225601196,swh,0.7149295210838318,swh,0.8625045418739319
kam,kam,0.9999810457229614,kam,0.9999768733978271,tso,0.4627811014652252
kam,kam,0.9999746084213257,kam,1.0000098943710327,kam,0.7995238304138184
kam,kam,0.999976634979248,kam,1.0000022649765015,lug,0.6796263456344604
kam,kam,0.9999634027481079,kam,1.0000100135803223,kam,0.6080840229988098
kam,kam,0.9999667406082153,kam,0.9254716038703918,kam,0.8140323758125305
kam,kam,0.9999707937240601,umb,0.4168842136859894,kam,0.4312078654766083
kam,kam,0.9999768733978271,kam,0.9390200972557068,kam,0.8693519234657288
kam,kam,0.9976724982261658,swh,0.7560188174247742,swh,0.9152036309242249
kam,kam,0.9999575614929199,swh,0.8700569272041321,swh,0.8384585380554199
kam,kam,0.9999282360076904,kam,1.0000041723251343,cjk,0.17552553117275238
kam,kam,0.9999780654907227,kon,0.7506973147392273,lug,0.16130360960960388
kam,kam,0.9999760389328003,kam,1.0000090599060059,kam,0.878887951374054
kam,kam,0.9999167919158936,cjk,0.7247105240821838,cjk,0.65473872423172
kam,kam,0.9999756813049316,kam,0.9696011543273926,kam,0.9478562474250793
kam,kam,0.9999788999557495,kam,1.0000094175338745,kam,0.8871644735336304
kam,kam,0.9999775886535645,swh,0.8495400547981262,swh,0.7140121459960938
kam,kam,0.9999610185623169,swh,0.5505402088165283,swh,0.3794677257537842
kam,kam,0.9999734163284302,kam,1.0000100135803223,kam,0.9559539556503296
kam,kam,0.998589813709259,kam,0.9999430179595947,lug,0.1927182376384735
kam,kam,0.9999669790267944,tso,0.23064760863780975,lin,0.2911374270915985
kam,kam,0.9999772310256958,kam,0.5370113253593445,kam,0.23094356060028076
kam,kam,0.9999821186065674,kam,1.0000090599060059,kam,0.8741656541824341
kam,kam,0.9999624490737915,swh,0.8615953922271729,swh,0.8526139259338379
kam,kam,0.999506950378418,kam,0.9597479701042175,kam,0.8891190886497498
kam,kam,0.9999688863754272,swh,0.8700569272041321,swh,0.9464537501335144
kam,kam,0.9999815225601196,kam,1.0000098943710327,kam,0.797143280506134
kam,kam,0.9999767541885376,kam,0.593501627445221,kam,0.4430350065231323
kam,kam,0.9965894222259521,swh,0.6440548896789551,cjk,0.45691439509391785
kam,kam,0.9999754428863525,kmb,0.2563592195510864,kmb,0.4105086326599121
kam,kam,0.9995312690734863,kam,0.7321915626525879,som,0.31154292821884155
kam,kam,0.9999619722366333,kon,0.9553468227386475,kon,0.9446067214012146
kam,kam,0.9999736547470093,swh,0.7945048809051514,swh,0.43172135949134827
kam,kam,0.9999805688858032,kam,0.9618340730667114,kam,0.9799898862838745
kam,kam,0.9999730587005615,kam,0.9969296455383301,swh,0.9485183954238892
kam,kam,0.9999723434448242,swh,0.9135297536849976,swh,0.9594286680221558
kam,kam,0.9999021291732788,kon,0.2471097707748413,tum,0.24375832080841064
kam,kam,0.9999778270721436,kam,0.9999768733978271,tso,0.4298853874206543
kam,kam,0.9999809265136719,kam,0.9999958276748657,kam,0.5844523906707764
kam,kam,0.9999732971191406,swh,0.6265048384666443,swh,0.5335111021995544
kam,kam,0.9999802112579346,kam,0.593501627445221,kam,0.5994139313697815
kam,kam,0.9999566078186035,swh,0.7994228005409241,swh,0.9351855516433716
kam,kam,0.9999840259552002,kam,0.8135270476341248,kam,0.5633292198181152
kam,kam,0.9999837875366211,kam,0.8400949835777283,kam,0.8614384531974792
kam,kam,0.9999828338623047,kam,1.0000100135803223,swh,0.3212668299674988
kam,kam,0.9999706745147705,swh,0.7269719839096069,swh,0.7704562544822693
kam,kam,0.9999798536300659,swh,0.4259374439716339,swh,0.37725353240966797
kam,kam,0.9999783039093018,kam,0.9243965148925781,kam,0.8991783261299133
kam,kam,0.9999648332595825,swh,0.8195716738700867,swh,0.9902644753456116
kam,kam,0.9999624490737915,kmb,0.8082667589187622,kmb,0.7609715461730957
kam,kam,0.9999790191650391,swh,0.4832811951637268,swh,0.5180540084838867
